,alpha,solver,tolerance,score
369,10.0,auto,0.001,0.003785822490094346
370,10.0,auto,0.01,0.004202029778577989
371,10.0,auto,0.01,0.004592320442295057
372,10.0,auto,0.01,0.0008076618577224161
373,10.0,auto,0.01,0.0015041798782480336
374,10.0,auto,0.01,0.003785822490094346
375,10.0,svd,1e-06,0.004202029778577984
376,10.0,svd,1e-06,0.004592320442294988
377,10.0,svd,1e-06,0.0008076618577224012
378,10.0,svd,1e-06,0.001504179878248025
379,10.0,svd,1e-06,0.0037858224900943556
380,10.0,svd,1e-05,0.004202029778577984
381,10.0,svd,1e-05,0.004592320442294988
382,10.0,svd,1e-05,0.0008076618577224012
383,10.0,svd,1e-05,0.001504179878248025
384,10.0,svd,1e-05,0.0037858224900943556
385,10.0,svd,0.0001,0.004202029778577984
386,10.0,svd,0.0001,0.004592320442294988
387,10.0,svd,0.0001,0.0008076618577224012
388,10.0,svd,0.0001,0.001504179878248025
389,10.0,svd,0.0001,0.0037858224900943556
390,10.0,svd,0.001,0.004202029778577984
391,10.0,svd,0.001,0.004592320442294988
392,10.0,svd,0.001,0.0008076618577224012
393,10.0,svd,0.001,0.001504179878248025
394,10.0,svd,0.001,0.0037858224900943556
395,10.0,svd,0.01,0.004202029778577984
396,10.0,svd,0.01,0.004592320442294988
397,10.0,svd,0.01,0.0008076618577224012
398,10.0,svd,0.01,0.001504179878248025
399,10.0,svd,0.01,0.0037858224900943556
400,10.0,cholesky,1e-06,0.004202029778577989
401,10.0,cholesky,1e-06,0.004592320442295057
402,10.0,cholesky,1e-06,0.0008076618577224161
403,10.0,cholesky,1e-06,0.0015041798782480336
404,10.0,cholesky,1e-06,0.003785822490094346
405,10.0,cholesky,1e-05,0.004202029778577989
406,10.0,cholesky,1e-05,0.004592320442295057
407,10.0,cholesky,1e-05,0.0008076618577224161
408,10.0,cholesky,1e-05,0.0015041798782480336
409,10.0,cholesky,1e-05,0.003785822490094346
410,10.0,cholesky,0.0001,0.004202029778577989
411,10.0,cholesky,0.0001,0.004592320442295057
412,10.0,cholesky,0.0001,0.0008076618577224161
413,10.0,cholesky,0.0001,0.0015041798782480336
414,10.0,cholesky,0.0001,0.003785822490094346
415,10.0,cholesky,0.001,0.004202029778577989
416,10.0,cholesky,0.001,0.004592320442295057
417,10.0,cholesky,0.001,0.0008076618577224161
418,10.0,cholesky,0.001,0.0015041798782480336
419,10.0,cholesky,0.001,0.003785822490094346
420,10.0,cholesky,0.01,0.004202029778577989
421,10.0,cholesky,0.01,0.004592320442295057
422,10.0,cholesky,0.01,0.0008076618577224161
423,10.0,cholesky,0.01,0.0015041798782480336
424,10.0,cholesky,0.01,0.003785822490094346
425,10.0,lsqr,1e-06,0.004202029778577086
426,10.0,lsqr,1e-06,0.004592320442298365
427,10.0,lsqr,1e-06,0.0008076618577363755
428,10.0,lsqr,1e-06,0.0015041798782487426
429,10.0,lsqr,1e-06,0.0037858224901092434
430,10.0,lsqr,1e-05,0.004202029778577086
431,10.0,lsqr,1e-05,0.004592320442298365
432,10.0,lsqr,1e-05,0.0008076618577363755
433,10.0,lsqr,1e-05,0.0015041798782487426
434,10.0,lsqr,1e-05,0.0037858224901092434
435,10.0,lsqr,0.0001,0.004202029778577086
436,10.0,lsqr,0.0001,0.004592320442298365
437,10.0,lsqr,0.0001,0.0008076618577363755
438,10.0,lsqr,0.0001,0.0015041798782487426
439,10.0,lsqr,0.0001,0.0037858224901092434
440,10.0,lsqr,0.001,0.004202029778577086
441,10.0,lsqr,0.001,0.004592320442298365
442,10.0,lsqr,0.001,0.0008076618577363755
443,10.0,lsqr,0.001,0.0015041798782487426
444,10.0,lsqr,0.001,0.0037858224901092434
445,10.0,lsqr,0.01,0.002752831281500245
446,10.0,lsqr,0.01,0.007382510312399381
447,10.0,lsqr,0.01,0.0007206675875670045
448,10.0,lsqr,0.01,0.003730325217298471
449,10.0,lsqr,0.01,0.0038069789996700272
450,10.0,sparse_cg,1e-06,0.004202029778576769
451,10.0,sparse_cg,1e-06,0.004592320442304583
452,10.0,sparse_cg,1e-06,0.0008076618577250589
453,10.0,sparse_cg,1e-06,0.0015041798782473683
454,10.0,sparse_cg,1e-06,0.003785822490083225
455,10.0,sparse_cg,1e-05,0.004202029778576769
456,10.0,sparse_cg,1e-05,0.004592320442304583
457,10.0,sparse_cg,1e-05,0.0008076618577250589
458,10.0,sparse_cg,1e-05,0.0015041798782473683
459,10.0,sparse_cg,1e-05,0.003785822490083225
460,10.0,sparse_cg,0.0001,0.004202029778576769
461,10.0,sparse_cg,0.0001,0.004592320442304583
462,10.0,sparse_cg,0.0001,0.0008076618577250589
463,10.0,sparse_cg,0.0001,0.0015041798782473683
464,10.0,sparse_cg,0.0001,0.003785822490083225
465,10.0,sparse_cg,0.001,0.004202029778576769
466,10.0,sparse_cg,0.001,0.004592320442304583
467,10.0,sparse_cg,0.001,0.0008076618577250589
468,10.0,sparse_cg,0.001,0.0015041798782473683
469,10.0,sparse_cg,0.001,0.003785822490083225
470,10.0,sparse_cg,0.01,0.0027528312815002444
471,10.0,sparse_cg,0.01,0.007382510312399378
472,10.0,sparse_cg,0.01,0.0007206675875670045
473,10.0,sparse_cg,0.01,0.00373032521729847
474,10.0,sparse_cg,0.01,0.0038069789996700255
475,10.0,sag,1e-06,0.0026962872963737466
476,10.0,sag,1e-06,0.006755671836027974
477,10.0,sag,1e-06,0.0005902839252305108
478,10.0,sag,1e-06,0.003193448943735719
479,10.0,sag,1e-06,0.0037646343814913908
480,10.0,sag,1e-05,0.0026965121798384296
481,10.0,sag,1e-05,0.006756490587555462
482,10.0,sag,1e-05,0.000590322479154555
483,10.0,sag,1e-05,0.003192674653358281
484,10.0,sag,1e-05,0.0037646506765340207
485,10.0,sag,0.0001,0.0026963595396420677
486,10.0,sag,0.0001,0.006756588035968832
487,10.0,sag,0.0001,0.00059026482286262
488,10.0,sag,0.0001,0.0031922869813231173
489,10.0,sag,0.0001,0.003764482507727089
490,10.0,sag,0.001,0.0026930825400375506
491,10.0,sag,0.001,0.006805270454351676
492,10.0,sag,0.001,0.0005989242334026787
493,10.0,sag,0.001,0.00323166594991175
494,10.0,sag,0.001,0.0037676973397645194
495,10.0,sag,0.01,0.002736676899163739
496,10.0,sag,0.01,0.007311803750255936
497,10.0,sag,0.01,0.0007022262021546301
498,10.0,sag,0.01,0.0036691926562708722
499,10.0,sag,0.01,0.003800298756357611
500,10.0,saga,1e-06,0.002697415930737121
501,10.0,saga,1e-06,0.007046892510841136
502,10.0,saga,1e-06,0.0006412492132551155
503,10.0,saga,1e-06,0.003440595916660905
504,10.0,saga,1e-06,0.003779522928399231
505,10.0,saga,1e-05,0.0026973944877654965
506,10.0,saga,1e-05,0.007046899269729663
507,10.0,saga,1e-05,0.0006412779933190184
508,10.0,saga,1e-05,0.003440616001599735
509,10.0,saga,1e-05,0.003779447164928476
510,10.0,saga,0.0001,0.002697304842131521
511,10.0,saga,0.0001,0.007046615090014369
512,10.0,saga,0.0001,0.0006413118951295109
513,10.0,saga,0.0001,0.003440561117855929
514,10.0,saga,0.0001,0.003779717541273734
515,10.0,saga,0.001,0.002698904926275671
516,10.0,saga,0.001,0.007061757775255144
517,10.0,saga,0.001,0.0006448720258576749
518,10.0,saga,0.001,0.0034528444719785644
519,10.0,saga,0.001,0.0037816813168586455
520,10.0,saga,0.01,0.0027442382940474
521,10.0,saga,0.01,0.0073468590662443605
522,10.0,saga,0.01,0.0007112098041121973
523,10.0,saga,0.01,0.003699323939229796
524,10.0,saga,0.01,0.0038030205901368533
525,100.0,auto,1e-06,0.003182842675131449
526,100.0,auto,1e-06,0.0054300445655086245
527,100.0,auto,1e-06,0.0005868375170440441
528,100.0,auto,1e-06,0.0020669749207120236
529,100.0,auto,1e-06,0.0037581976714107556
530,100.0,auto,1e-05,0.003182842675131449
531,100.0,auto,1e-05,0.0054300445655086245
532,100.0,auto,1e-05,0.0005868375170440441
533,100.0,auto,1e-05,0.0020669749207120236
534,100.0,auto,1e-05,0.0037581976714107556
535,100.0,auto,0.0001,0.003182842675131449
536,100.0,auto,0.0001,0.0054300445655086245
537,100.0,auto,0.0001,0.0005868375170440441
538,100.0,auto,0.0001,0.0020669749207120236
539,100.0,auto,0.0001,0.0037581976714107556
540,100.0,auto,0.001,0.003182842675131449
541,100.0,auto,0.001,0.0054300445655086245
542,100.0,auto,0.001,0.0005868375170440441
543,100.0,auto,0.001,0.0020669749207120236
544,100.0,auto,0.001,0.0037581976714107556
545,100.0,auto,0.01,0.003182842675131449
546,100.0,auto,0.01,0.0054300445655086245
547,100.0,auto,0.01,0.0005868375170440441
548,100.0,auto,0.01,0.0020669749207120236
549,100.0,auto,0.01,0.0037581976714107556
550,100.0,svd,1e-06,0.003182842675131449
551,100.0,svd,1e-06,0.005430044565508587
552,100.0,svd,1e-06,0.000586837517044035
553,100.0,svd,1e-06,0.00206697492071202
554,100.0,svd,1e-06,0.00375819767141076
555,100.0,svd,1e-05,0.003182842675131449
556,100.0,svd,1e-05,0.005430044565508587
557,100.0,svd,1e-05,0.000586837517044035
558,100.0,svd,1e-05,0.00206697492071202
559,100.0,svd,1e-05,0.00375819767141076
560,100.0,svd,0.0001,0.003182842675131449
561,100.0,svd,0.0001,0.005430044565508587
562,100.0,svd,0.0001,0.000586837517044035
563,100.0,svd,0.0001,0.00206697492071202
564,100.0,svd,0.0001,0.00375819767141076
565,100.0,svd,0.001,0.003182842675131449
566,100.0,svd,0.001,0.005430044565508587
567,100.0,svd,0.001,0.000586837517044035
568,100.0,svd,0.001,0.00206697492071202
569,100.0,svd,0.001,0.00375819767141076
570,100.0,svd,0.01,0.003182842675131449
571,100.0,svd,0.01,0.005430044565508587
572,100.0,svd,0.01,0.000586837517044035
573,100.0,svd,0.01,0.00206697492071202
574,100.0,svd,0.01,0.00375819767141076
575,100.0,cholesky,1e-06,0.003182842675131449
576,100.0,cholesky,1e-06,0.0054300445655086245
