,alpha,solver,tolerance,score
577,100.0,cholesky,1e-06,0.0005868375170440441
578,100.0,cholesky,1e-06,0.0020669749207120236
579,100.0,cholesky,1e-06,0.0037581976714107556
580,100.0,cholesky,1e-05,0.003182842675131449
581,100.0,cholesky,1e-05,0.0054300445655086245
582,100.0,cholesky,1e-05,0.0005868375170440441
583,100.0,cholesky,1e-05,0.0020669749207120236
584,100.0,cholesky,1e-05,0.0037581976714107556
585,100.0,cholesky,0.0001,0.003182842675131449
586,100.0,cholesky,0.0001,0.0054300445655086245
587,100.0,cholesky,0.0001,0.0005868375170440441
588,100.0,cholesky,0.0001,0.0020669749207120236
589,100.0,cholesky,0.0001,0.0037581976714107556
590,100.0,cholesky,0.001,0.003182842675131449
591,100.0,cholesky,0.001,0.0054300445655086245
592,100.0,cholesky,0.001,0.0005868375170440441
593,100.0,cholesky,0.001,0.0020669749207120236
594,100.0,cholesky,0.001,0.0037581976714107556
595,100.0,cholesky,0.01,0.003182842675131449
596,100.0,cholesky,0.01,0.0054300445655086245
597,100.0,cholesky,0.01,0.0005868375170440441
598,100.0,cholesky,0.01,0.0020669749207120236
599,100.0,cholesky,0.01,0.0037581976714107556
600,100.0,lsqr,1e-06,0.0031828426751303995
601,100.0,lsqr,1e-06,0.005430044565513103
602,100.0,lsqr,1e-06,0.0005868375170472318
603,100.0,lsqr,1e-06,0.002066974920712311
604,100.0,lsqr,1e-06,0.003758197671421146
605,100.0,lsqr,1e-05,0.0031828426751303995
606,100.0,lsqr,1e-05,0.005430044565513103
607,100.0,lsqr,1e-05,0.0005868375170472318
608,100.0,lsqr,1e-05,0.002066974920712311
609,100.0,lsqr,1e-05,0.003758197671421146
610,100.0,lsqr,0.0001,0.0031828426751303995
611,100.0,lsqr,0.0001,0.005430044565513103
612,100.0,lsqr,0.0001,0.0005868375170472318
613,100.0,lsqr,0.0001,0.002066974920712311
614,100.0,lsqr,0.0001,0.003758197671421146
615,100.0,lsqr,0.001,0.0031828426751303995
616,100.0,lsqr,0.001,0.005430044565513103
617,100.0,lsqr,0.001,0.0005868375170472318
618,100.0,lsqr,0.001,0.002066974920712311
619,100.0,lsqr,0.001,0.003758197671421146
620,100.0,lsqr,0.01,0.0027528456916495565
621,100.0,lsqr,0.01,0.007382538526607469
622,100.0,lsqr,0.01,0.0007206609926684456
623,100.0,lsqr,0.01,0.003730325129115877
624,100.0,lsqr,0.01,0.0038069114002198196
625,100.0,sparse_cg,1e-06,0.003182842675135062
626,100.0,sparse_cg,1e-06,0.005430044565504472
627,100.0,sparse_cg,1e-06,0.0005868375170442217
628,100.0,sparse_cg,1e-06,0.002066974920711328
629,100.0,sparse_cg,1e-06,0.003758197671412673
630,100.0,sparse_cg,1e-05,0.003182842675135062
631,100.0,sparse_cg,1e-05,0.005430044565504472
632,100.0,sparse_cg,1e-05,0.0005868375170442217
633,100.0,sparse_cg,1e-05,0.002066974920711328
634,100.0,sparse_cg,1e-05,0.003758197671412673
635,100.0,sparse_cg,0.0001,0.003182842675135062
636,100.0,sparse_cg,0.0001,0.005430044565504472
637,100.0,sparse_cg,0.0001,0.0005868375170442217
638,100.0,sparse_cg,0.0001,0.002066974920711328
639,100.0,sparse_cg,0.0001,0.003758197671412673
640,100.0,sparse_cg,0.001,0.003182842675135062
641,100.0,sparse_cg,0.001,0.005430044565504472
642,100.0,sparse_cg,0.001,0.0005868375170442217
643,100.0,sparse_cg,0.001,0.002066974920711328
644,100.0,sparse_cg,0.001,0.003758197671412673
645,100.0,sparse_cg,0.01,0.0027528456916495565
646,100.0,sparse_cg,0.01,0.007382538526607469
647,100.0,sparse_cg,0.01,0.0007206609926684456
648,100.0,sparse_cg,0.01,0.003730325129115877
649,100.0,sparse_cg,0.01,0.003806911400219817
650,100.0,sag,1e-06,0.002693865220582366
651,100.0,sag,1e-06,0.00678876276148872
652,100.0,sag,1e-06,0.000595196724048188
653,100.0,sag,1e-06,0.0032188202741382905
654,100.0,sag,1e-06,0.0037665399913434858
655,100.0,sag,1e-05,0.0026937188356023645
656,100.0,sag,1e-05,0.006788311947461189
657,100.0,sag,1e-05,0.0005951820307740689
658,100.0,sag,1e-05,0.003218740639265444
659,100.0,sag,1e-05,0.003766787044096796
660,100.0,sag,0.0001,0.0026939279747088337
661,100.0,sag,0.0001,0.006788455200757622
662,100.0,sag,0.0001,0.000595201877713305
663,100.0,sag,0.0001,0.003218417206535876
664,100.0,sag,0.0001,0.00376692706955864
665,100.0,sag,0.001,0.002691205846653781
666,100.0,sag,0.001,0.006853698284804217
667,100.0,sag,0.001,0.0006067078036864512
668,100.0,sag,0.001,0.0032710974641774753
669,100.0,sag,0.001,0.003771719562963898
670,100.0,sag,0.01,0.002736900818788352
671,100.0,sag,0.01,0.00731315362814185
672,100.0,sag,0.01,0.0007023517198469895
673,100.0,sag,0.01,0.0036695167599266405
674,100.0,sag,0.01,0.0037998536675429664
675,100.0,saga,1e-06,0.002698139685664018
676,100.0,saga,1e-06,0.007055824765722285
677,100.0,saga,1e-06,0.0006432031009590387
678,100.0,saga,1e-06,0.0034482531043081984
679,100.0,saga,1e-06,0.0037803027704587746
680,100.0,saga,1e-05,0.0026982172586490927
681,100.0,saga,1e-05,0.007055977561328766
682,100.0,saga,1e-05,0.0006431029805423074
683,100.0,saga,1e-05,0.0034478706594263547
684,100.0,saga,1e-05,0.0037801747468128727
685,100.0,saga,0.0001,0.0026982167725818932
686,100.0,saga,0.0001,0.007055884024026912
687,100.0,saga,0.0001,0.0006431349660261226
688,100.0,saga,0.0001,0.0034480251516506417
689,100.0,saga,0.0001,0.003780605410091433
690,100.0,saga,0.001,0.002700557502721542
691,100.0,saga,0.001,0.007077671837474415
692,100.0,saga,0.001,0.0006481254398597406
693,100.0,saga,0.001,0.003465572336864085
694,100.0,saga,0.001,0.003782814695798743
695,100.0,saga,0.01,0.0027443065764550406
696,100.0,saga,0.01,0.0073470063463487445
697,100.0,saga,0.01,0.0007112483499159566
698,100.0,saga,0.01,0.003699638637669336
699,100.0,saga,0.01,0.0038036862887434113
700,1000.0,auto,1e-06,0.0026929897756352403
701,1000.0,auto,1e-06,0.006908405020580214
702,1000.0,auto,1e-06,0.0006161210742676161
703,1000.0,auto,1e-06,0.003297665664476157
704,1000.0,auto,1e-06,0.003778767759881171
705,1000.0,auto,1e-05,0.0026929897756352403
706,1000.0,auto,1e-05,0.006908405020580214
707,1000.0,auto,1e-05,0.0006161210742676161
708,1000.0,auto,1e-05,0.003297665664476157
709,1000.0,auto,1e-05,0.003778767759881171
710,1000.0,auto,0.0001,0.0026929897756352403
711,1000.0,auto,0.0001,0.006908405020580214
712,1000.0,auto,0.0001,0.0006161210742676161
713,1000.0,auto,0.0001,0.003297665664476157
714,1000.0,auto,0.0001,0.003778767759881171
715,1000.0,auto,0.001,0.0026929897756352403
716,1000.0,auto,0.001,0.006908405020580214
717,1000.0,auto,0.001,0.0006161210742676161
718,1000.0,auto,0.001,0.003297665664476157
719,1000.0,auto,0.001,0.003778767759881171
720,1000.0,auto,0.01,0.0026929897756352403
721,1000.0,auto,0.01,0.006908405020580214
722,1000.0,auto,0.01,0.0006161210742676161
723,1000.0,auto,0.01,0.003297665664476157
724,1000.0,auto,0.01,0.003778767759881171
725,1000.0,svd,1e-06,0.002692989775635241
726,1000.0,svd,1e-06,0.00690840502058021
727,1000.0,svd,1e-06,0.0006161210742676143
728,1000.0,svd,1e-06,0.0032976656644761572
729,1000.0,svd,1e-06,0.0037787677598811807
730,1000.0,svd,1e-05,0.002692989775635241
731,1000.0,svd,1e-05,0.00690840502058021
732,1000.0,svd,1e-05,0.0006161210742676143
733,1000.0,svd,1e-05,0.0032976656644761572
734,1000.0,svd,1e-05,0.0037787677598811807
735,1000.0,svd,0.0001,0.002692989775635241
736,1000.0,svd,0.0001,0.00690840502058021
737,1000.0,svd,0.0001,0.0006161210742676143
738,1000.0,svd,0.0001,0.0032976656644761572
739,1000.0,svd,0.0001,0.0037787677598811807
740,1000.0,svd,0.001,0.002692989775635241
741,1000.0,svd,0.001,0.00690840502058021
742,1000.0,svd,0.001,0.0006161210742676143
743,1000.0,svd,0.001,0.0032976656644761572
744,1000.0,svd,0.001,0.0037787677598811807
745,1000.0,svd,0.01,0.002692989775635241
746,1000.0,svd,0.01,0.00690840502058021
747,1000.0,svd,0.01,0.0006161210742676143
748,1000.0,svd,0.01,0.0032976656644761572
749,1000.0,svd,0.01,0.0037787677598811807
750,1000.0,cholesky,1e-06,0.0026929897756352403
751,1000.0,cholesky,1e-06,0.006908405020580214
752,1000.0,cholesky,1e-06,0.0006161210742676161
753,1000.0,cholesky,1e-06,0.003297665664476157
754,1000.0,cholesky,1e-06,0.003778767759881171
755,1000.0,cholesky,1e-05,0.0026929897756352403
756,1000.0,cholesky,1e-05,0.006908405020580214
757,1000.0,cholesky,1e-05,0.0006161210742676161
758,1000.0,cholesky,1e-05,0.003297665664476157
759,1000.0,cholesky,1e-05,0.003778767759881171
760,1000.0,cholesky,0.0001,0.0026929897756352403
761,1000.0,cholesky,0.0001,0.006908405020580214
762,1000.0,cholesky,0.0001,0.0006161210742676161
763,1000.0,cholesky,0.0001,0.003297665664476157
764,1000.0,cholesky,0.0001,0.003778767759881171
765,1000.0,cholesky,0.001,0.0026929897756352403
766,1000.0,cholesky,0.001,0.006908405020580214
767,1000.0,cholesky,0.001,0.0006161210742676161
768,1000.0,cholesky,0.001,0.003297665664476157
769,1000.0,cholesky,0.001,0.003778767759881171
770,1000.0,cholesky,0.01,0.0026929897756352403
771,1000.0,cholesky,0.01,0.006908405020580214
772,1000.0,cholesky,0.01,0.0006161210742676161
773,1000.0,cholesky,0.01,0.003297665664476157
774,1000.0,cholesky,0.01,0.003778767759881171
775,1000.0,lsqr,1e-06,0.002692989775634871
776,1000.0,lsqr,1e-06,0.006908405020581899
777,1000.0,lsqr,1e-06,0.0006161210742660043
778,1000.0,lsqr,1e-06,0.00329766566447617
779,1000.0,lsqr,1e-06,0.003778767759883756
780,1000.0,lsqr,1e-05,0.002692989775634871
781,1000.0,lsqr,1e-05,0.006908405020581899
782,1000.0,lsqr,1e-05,0.0006161210742660043
783,1000.0,lsqr,1e-05,0.00329766566447617
784,1000.0,lsqr,1e-05,0.003778767759883756
785,1000.0,lsqr,0.0001,0.002692989775634871
786,1000.0,lsqr,0.0001,0.006908405020581899
787,1000.0,lsqr,0.0001,0.0006161210742660043
788,1000.0,lsqr,0.0001,0.00329766566447617
789,1000.0,lsqr,0.0001,0.003778767759883756
790,1000.0,lsqr,0.001,0.002692989775634871
791,1000.0,lsqr,0.001,0.006908405020581899
792,1000.0,lsqr,0.001,0.0006161210742660043
793,1000.0,lsqr,0.001,0.00329766566447617
794,1000.0,lsqr,0.001,0.003778767759883756
795,1000.0,lsqr,0.01,0.0027529898003853066
796,1000.0,lsqr,0.01,0.007382820653182258
797,1000.0,lsqr,0.01,0.0007205950608218993
798,1000.0,lsqr,0.01,0.003730324368197494
799,1000.0,lsqr,0.01,0.003806235548280559
800,1000.0,sparse_cg,1e-06,0.0026929897756353192
801,1000.0,sparse_cg,1e-06,0.006908405020581803
802,1000.0,sparse_cg,1e-06,0.000616121074267826
803,1000.0,sparse_cg,1e-06,0.003297665664476095
804,1000.0,sparse_cg,1e-06,0.003778767759876624
805,1000.0,sparse_cg,1e-05,0.0026929897756353192
806,1000.0,sparse_cg,1e-05,0.006908405020581803
807,1000.0,sparse_cg,1e-05,0.000616121074267826
808,1000.0,sparse_cg,1e-05,0.003297665664476095
809,1000.0,sparse_cg,1e-05,0.003778767759876624
810,1000.0,sparse_cg,0.0001,0.0026929897756353192
811,1000.0,sparse_cg,0.0001,0.006908405020581803
812,1000.0,sparse_cg,0.0001,0.000616121074267826
813,1000.0,sparse_cg,0.0001,0.003297665664476095
814,1000.0,sparse_cg,0.0001,0.003778767759876624
815,1000.0,sparse_cg,0.001,0.0026929897756353192
816,1000.0,sparse_cg,0.001,0.006908405020581803
817,1000.0,sparse_cg,0.001,0.000616121074267826
818,1000.0,sparse_cg,0.001,0.003297665664476095
819,1000.0,sparse_cg,0.001,0.003778767759876624
820,1000.0,sparse_cg,0.01,0.0027529898003853057
821,1000.0,sparse_cg,0.01,0.007382820653182255
822,1000.0,sparse_cg,0.01,0.0007205950608218994
823,1000.0,sparse_cg,0.01,0.003730324368197494
824,1000.0,sparse_cg,0.01,0.0038062355482805584
825,1000.0,sag,1e-06,0.00269729559106395
826,1000.0,sag,1e-06,0.0070147174740291095
827,1000.0,sag,1e-06,0.0006351020145369766
828,1000.0,sag,1e-06,0.003402587979222364
829,1000.0,sag,1e-06,0.0037813903662817306
830,1000.0,sag,1e-05,0.0026973511210343607
831,1000.0,sag,1e-05,0.0070143675346518945
832,1000.0,sag,1e-05,0.0006351008831134142
833,1000.0,sag,1e-05,0.0034025845075689384
834,1000.0,sag,1e-05,0.0037813875474492675
835,1000.0,sag,0.0001,0.0026973200264596986
836,1000.0,sag,0.0001,0.0070144352601419395
837,1000.0,sag,0.0001,0.0006351042800002519
838,1000.0,sag,0.0001,0.0034023277852274513
839,1000.0,sag,0.0001,0.003781464502197612
840,1000.0,sag,0.001,0.002704765647316452
841,1000.0,sag,0.001,0.007096584567409804
842,1000.0,sag,0.001,0.0006521083666402679
843,1000.0,sag,0.001,0.003474322415022838
844,1000.0,sag,0.001,0.0037866743230175618
845,1000.0,sag,0.01,0.0027385091923994376
846,1000.0,sag,0.01,0.007320035618229531
847,1000.0,sag,0.01,0.0007040374965802195
848,1000.0,sag,0.01,0.0036754653246119256
849,1000.0,sag,0.01,0.003802978236434443
850,1000.0,saga,1e-06,0.002707685613832164
851,1000.0,saga,1e-06,0.007132001534472853
852,1000.0,saga,1e-06,0.0006593831014897969
853,1000.0,saga,1e-06,0.0035095883026333386
854,1000.0,saga,1e-06,0.003786838528031348
855,1000.0,saga,1e-05,0.002707655861174947
856,1000.0,saga,1e-05,0.007131962998831907
857,1000.0,saga,1e-05,0.0006593409133081817
858,1000.0,saga,1e-05,0.0035095793109699725
859,1000.0,saga,1e-05,0.0037868362532809574
860,1000.0,saga,0.0001,0.002707640468359778
861,1000.0,saga,0.0001,0.00713201650382793
862,1000.0,saga,0.0001,0.0006593788001399604
863,1000.0,saga,0.0001,0.0035098013094258707
864,1000.0,saga,0.0001,0.0037869331333568275
865,1000.0,saga,0.001,0.0027143810978078825
866,1000.0,saga,0.001,0.007178195045224721
867,1000.0,saga,0.001,0.0006699465357746595
868,1000.0,saga,0.001,0.0035488159572687914
869,1000.0,saga,0.001,0.0037907116445574335
870,1000.0,saga,0.01,0.002744989523199246
871,1000.0,saga,0.01,0.007349235087565942
872,1000.0,saga,0.01,0.0007116616366635226
873,1000.0,saga,0.01,0.0037010193439971093
874,1000.0,saga,0.01,0.0038028991594144797
